ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
20412,United States presidential election 1792,Results,"Results by county explicitly indicating the percentage of the winning candidate in each county. Shades of yellow are for the Federalists and shades of blue are for Anti-Federalists.
At the time there were 15 states in the United States: the 13 original states and the two recently admitted states of Vermont (March 1791) and Kentucky (June 1792). The Electoral College consisted of 132 electors with each elector having two votes.

The Electoral College chose Washington unanimously. John Adams was again elected vice-president as the runner-up this time getting the vote of a majority of electors. George Clinton won the votes of only Georgia North Carolina Virginia his native New York and a single elector in Pennsylvania. Thomas Jefferson won the votes of Kentucky newly separated from Jefferson's home state of Virginia. A single South Carolina elector voted for Aaron Burr.  All five of these candidates would eventually win election to the offices of president or vice president.

===Popular vote===



 Slate

 Popular Vote(a) (b) (c)



 Count

 Percentage



 '''Federalist electors'''

 26088

 91.28%



 '''Democratic-Republican electors'''

 2491

 8.72%



 '''Total'''

 28579

 100.0%



'''Source:'''  U.S. President National Vote. '' Our Campaigns''. (February 11 2006).
'''Source (Popular Vote):''' A New Nation Votes: American Election Returns 1787-1825''

(a) ''Only 6 of the 15 states chose electors by any form of popular vote.''
(c) ''Those states that did choose electors by popular vote had widely varying restrictions on suffrage via property requirements.''

===Electoral vote===








'''Source:''' 

(a) ''(1) only 6 of the 15 states chose electors by any form of popular vote (2) pre-Twelfth Amendment electoral vote rules obscure the intentions of the voters and (3) those states that did choose electors by popular vote restricted the vote via property requirements.''
(b) ''Two electors from Maryland and one elector from Vermont did not cast votes.''
"
169738,Upton-upon-Severn,References,"

* 'Parishes: Upton upon Severn' A History of the County of Worcester: volume 4 (1924) pp. 212–217.  Date accessed: 14 July 2009.
"
439446,Basel Committee on Banking Supervision,External links,"* Basel Committee on Banking Supervision at the Bank for International Settlements website
*http://bis2information.org: Practical articles on BIS2 and risk modelling submitted by professionals to help create an industry standard.
* BCBS: A History of the Early Years 1974-1997 by Charles Goodhart (2011) reviewed by ''The Oxonian Review''










"
546033,Songcatcher,External links,"*  New York ''Times'' Movie Review for ''Songcatcher''
* 
* 















"
684254,Robert Meeropol,Activism and career,"Robert Meeropol (2009) holding copy of Government Exhibit 8 from the Rosenberg trial the cross-sectional drawing of an atomic bomb which was said to be the ""secret of the atomic bomb"" the Rosenbergs had passed to the Soviet Union.
In the 1960s and 1970s Meeropol became active in the anti-war effort. After completing his master's degree Meeropol taught anthropology at Western New England College in Springfield Massachusetts from 1971 to 1973.

With his brother Meeropol sued the FBI and CIA under the Freedom of Information Act (FOIA) winning the release of 300000 previously secret documents pertaining to their parents' case.  Believing the documents proved their parents' innocence the Meeropol brothers co-wrote a book about their childhood ''We Are Your Sons: The Legacy of Ethel and Julius Rosenberg'' (1975). From 1974 to 1978 he worked actively with the National Committee to reopen the Rosenberg Case and the Fund for Open Information and Accountability.

From 1980 to 1982 he was managing editor of ''Socialist Review'' in the San Francisco Bay Area. During this time his parents' executioner Joseph Francel died. In 1982 Meeropol moved back to Massachusetts.  He returned to school studying at the Western New England College School of Law from which he received his J.D. degree in 1985.  He was admitted to the Massachusetts Bar and began practice as an attorney.

In 1990 Meeropol started the Rosenberg Fund for Children a public foundation which provides support for children in the U.S. whose parents are targeted progressive activists.  The RFC also supports youth in the U.S. who have been targeted for their own progressive activism. He stepped down from the position of Executive Director of RFC on September 1 2013 to be succeeded by his daughter Jennifer.

He later wrote ''An Execution in the Family: One Son's Journey'' (2003) a memoir that reflected on his life and his parents' fate.
"
585509,Modern pentathlon at the 1996 Summer Olympics,Final results,"




Pos

Athlete

NOC

 

Rid.

Fen.

Sho.

Swi.

Run.

 

Score



1

Alexander Parygin

 KAZ

1072 

970 

1196 

1040 

1273

5551



2

Eduard Zenovka

 RUS

1084 

820 

1268 

1016 

1342

5530



3

János Martinek

  HUN

1000 

910 

1248 

1100 

1243

5501



4

Dmitri Svatkovskiy 

 RUS

1012 

880 

1248 

1010 

1339

5489



5

Igor Warabida

 POL

1072 

790 

1208 

1100 

1282

5452



6

Ákos Hanzély

 HUN

1084 

940 

1236 

947 

1228

5435



7

Imre Tiidemann

 EST

1144 

820 

1212 

950 

1288

5414



8

Cesare Toraldo 

 ITA

1108 

880 

1296 

1040 

1078

5402



9

Sergio Salazar

 MEX

976 

880 

1272 

992 

1267

5387



10

Per-Olov Danielson

 SWE

1048 

850 

1236 

1037 

1204

5375



11

Kim Mi-Sub

 KOR

976 

910 

1312 

1010 

1159

5367



12

Christophe Ruer

 FRA

1060 

790 

1304 

965 

1244

5363



13

Andrejus Zadneprovskis

 LTU

892 

840 

1276 

1070 

1285 

5363



14

Adrian Toader

 ROM

1132 

700 

1304 

950 

1249

5335



15

Claud Cloete

 RSA

1132 

780 

1152 

1070 

1174

5308



16

Michael Gostigian

 USA

976 

790 

1304 

1043 

1192

5305



17

Fabio Nebuloni

 ITA 

1096 

820 

1164 

1010 

1195

5285



18

Richard Phelps

 GBR

928 

760 

1280 

1100 

1186

5254



19

Manuel Barroso

 POR

988 

670 

1248 

1070 

1270

5246



20

Vakhtang Yagorashvili

 GEO

952 

940 

1312 

890 

1132

5226



21

Péter Sárfalvi 

 HUN

1036 

820 

1288 

938 

1114

5196



22

Vjacheslavs Duhanovs

 LAT

1012 

790 

1248 

950 

1186

5186



23

Horacio de la Vega

 MEX

1060 

700 

1292 

920 

1210

5182



24

Heorhiy Chymerys

 UKR

1012 

970 

1276 

890 

1006

5154



25

Alessandro Conforto

 ITA

1120 

880 

1136 

884 

1108

5128



26

Sebastien Deleigne

 FRA

1072 

730 

1196 

926 

1147

5071



27

Maciej Czyżowicz

 POL

1048 

700 

1260 

905 

1108

5021



28

Grigoriy Bremel

 RUS

940 

850 

1140 

950 

928

4808



29

Philipp Wäffler

 SUI

1156 

570 

1200 

860 

988

4774



30

Igor Feldman

 KGZ

976 

640 

1080 

890 

961

4547



31

Dmitriy Tyurin

 KAZ

1048 

640 

1232 

ELI 

958

3878



32

Alexander Johnson

  AUS 

1144 

640 

1300 

613 

DNS

3697


"
745456,January 2006 in sports,28 January 2006 (Saturday),"*Football
**2006 African Cup of Nations
***Group A: Egypt 3–1 Côte d'Ivoire ''Egypt top the group; Côte d'Ivoire which had already qualified for the knockout phase finish second.''
***Group A: Libya 0–0 Morocco
**FA Cup Fourth Round
*** Stoke City 2–1 Walsall
*** Cheltenham Town 0–2 Newcastle United
*** Coventry City 1–1 Middlesbrough
*** Reading 1–1 Birmingham City: ''Championship leaders Reading earns a replay at Birmingahm City's home.''
*** Bolton Wanderers 1–0 Arsenal: ''The defending cup holders are eliminated thanks to Stelios Giannakopoulos' goal at Reebok Stadium.''
*** Aston Villa 3–1 Port Vale
*** Brentford 2–1 Sunderland: ''The Premiership's current wooden spoon holders are ousted by a League One team.''
*** Manchester City 1–0 Wigan Athletic
*** Everton 1–1 Chelsea
*** Preston North End 1–1 Crystal Palace
*** West Ham United 4–2 Blackburn Rovers
*** Colchester United 3–1 Derby County
*** Charlton Athletic 2–1 Leyton Orient
*College football bowl game:
**Senior Bowl:
***In the concluding game of the 2005–06 college football season the North squad's Jay Cutler threw a winning touchdown pass as the North won the Senior Bowl in Mobile Alabama over the South 31–14.  (ESPN)
*Tennis: 2006 Australian Open:
**Amélie Mauresmo defeats Justine Henin-Hardenne to win the Australian Open in Melbourne. Mauresmo wins the first set 6–1 and leads 2–0 in set 2 when Henin-Hardenne retires because of a stomach ailment. Though it may not be the way she wanted to pick her long-awaited first Grand Slam title Mauresmo does exact revenge against the Belgian for her loss in the gold medal final at the 2004 Summer Olympics in Athens when Henin-Hardenne won gold in straight sets. The retractable roof on the Rod Laver Arena was closed because of thunderstorms and birds that had become trapped inside the closed building could be heard chirping during both play and quiet moments in the match.  (AP/Yahoo!)
**The men's doubles pairing of American twin Bob and Mike Bryan defeat Martin Damm (CZE) and Leander Paes (IND) in the final 4–6 6–3 6–3.
*Boxing:
**Former WBO world Jr. Welterweight champion Randall Bailey collapses before a fight. He is taken to a local hospital. His fight is cancelled. 
**Arturo Gatti scores an eleventh round knockout of Thomas Damgaard in Atlantic City New Jersey.

 
"
128585,Burmese alphabet,References,"* 
* 
* 
* 
* 
*
"
364951,Sly Dunbar,Introduction,"




'''Lowell ""Sly"" Fillmore Dunbar''' (born 10 May 1952 Kingston Jamaica) is a drummer best known as one half of the prolific Jamaican rhythm section and reggae production duo Sly and Robbie.
"
137105,United Kingdom in the Eurovision Song Contest 1976,Introduction,"


The United Kingdom held a national preselection to choose the song that would go to the Eurovision Song Contest 1976. It took place on 25 February 1976 at the Royal Albert Hall in London. For the first time since 1964 a single act did not perform each of the nominated songs with rather each song being performed by a different act. Michael Aspel acted as presenter for the event.

A Song for Europe was watched in 6.3 million homes (giving it a general viewing figure of 12.6 million viewers) and finishing as the 18th-most watched programme of the week. 

""Save Your Kisses for Me"" won the national final performed on stage with dance moves and four brightly dressed singers it ultimately went on to win the Eurovision Song Contest itself and become a UK No1 single the group had a 3 UK No1 singles including one prior and one after this.

Michael Aspel also provided the television commentary for the UK at the Eurovision Song Contest for BBC 1 Terry Wogan once again provided the radio commentary for BBC Radio 2 listeners and Andrew Pastouna provided commentary for British Forces Radio. Ray Moore acted as spokesperson for the UK Jury results.
"
406961,National Library for the Blind,Current status,"
The library services of NLB and RNIB were merged on 1 January 2007 to form the RNIB National Library Service. The merged service is part of RNIB and incorporates all the library services formerly provided by the two organisations. NLB continues to exist only as a 'shell charity' for the purposes of receiving donations and legacies.

In November 2012 NLB's Bredbury site was closed and its braille giant print and Moon books and braille sheet music collections were re-located from to the RNIB's Peterborough site.

Some former NLB staff were re-located to an office in Stockport town centre where they continue to provide advice and support to readers. The building at Far Cromwell Road Bredbury was sold in late 2012 to an online retailer to serve as their office/warehouse facility.
"
623231,Sergio Momesso,Career Stats,"




  

  

 Regular Season

  

 Playoffs



 Season

 Team

 League

 GP

 G

 A

 Pts

 PIM

 GP

 G

 A

 Pts

 PIM



 1982-83

 Shawinigan Cataractes

 QMJHL

 70

 27

 42

 69

 93

 10

 5

 4

 9

 55



 1983-84

 Shawinigan Cataractes

 QMJHL

 68

 42

 88

 130

 235

 6

 4

 4

 8

 13



 1983-84

 Montréal Canadiens

 NHL

 1

 0

 0

 0

 0

 –

 –

 –

 –

 –



 1983-84

 Nova Scotia Voyageurs

 AHL

 –

 –

 –

 –

 –

 8

 0

 2

 2

 4



 1984-85

 Shawinigan Cataractes

 QMJHL

 64

 56

 90

 146

 216

 8

 7

 8

 15

 36



 1985-86

 Montréal Canadiens

 NHL

 24

 8

 7

 15

 46

 –

 –

 –

 –

 –



 1986-87

 Montréal Canadiens

 NHL

 59

 14

 17

 31

 96

 11

 1

 3

 4

 31



 1986-87

 Sherbrooke Canadiens

 AHL

 6

 1

 6

 7

 10

 –

 –

 –

 –

 –



 1987-88

 Montréal Canadiens

 NHL

 53

 7

 14

 21

 101

 6

 0

 2

 2

 16



 1988-89

 St. Louis Blues

 NHL

 53

 9

 17

 26

 139

 10

 2

 5

 7

 24



 1989-90

 St. Louis Blues

 NHL

 79

 24

 32

 56

 199

 12

 3

 2

 5

 63



 1990-91

 St. Louis Blues

 NHL

 59

 10

 18

 28

 131

 –

 –

 –

 –

 –



 1990-91

 Vancouver Canucks

 NHL

 11

 6

 2

 8

 43

 6

 0

 3

 3

 25



 1991-92

 Vancouver Canucks

 NHL

 59

 20

 23

 43

 198

 13

 0

 5

 5

 30



 1992-93

 Vancouver Canucks

 NHL

 84

 18

 20

 38

 200

 12

 3

 0

 3

 30



 1993-94

 Vancouver Canucks

 NHL

 68

 14

 13

 27

 149

 24

 3

 4

 7

 56



 1994-95

 Vancouver Canucks

 NHL

 48

 10

 15

 25

 65

 11

 3

 1

 4

 16



 1995-96

 Toronto Maple Leafs

 NHL

 54

 7

 8

 15

 112

 –

 –

 –

 –

 –



 1995-96

 New York Rangers

 NHL

 19

 4

 4

 8

 30

 11

 3

 1

 4

 14



 1996-97

 New York Rangers

 NHL

 9

 0

 0

 0

 11

 –

 –

 –

 –

 –



 1996-97

 St. Louis Blues

 NHL

 31

 1

 3

 4

 37

 3

 0

 0

 0

 6



 1997-98

 Kölner Haie

 DEL

 45

 15

 20

 35

 197

 –

 –

 –

 –

 –



 1998-99

 Nürnberg Ice Tigers

 DEL

 47

 26

 33

 59

 212

 13

 4

 7

 11

 24



 1999-00

 Kölner Haie

 DEL

 51

 16

 21

 37

 165

 9

 4

 1

 5

 6



 2000-01

 Kölner Haie

 DEL

 31

 6

 11

 17

 76

 2

 0

 0

 0

 4



 NHL total

 711

 152

 193

 345

 1557

 119

 18

 26

 44

 311



 DEL total

 174

 63

 85

 148

 650

 24

 8

 8

 16

 34


"
12764,Roman calendar,Introduction,"


A reproduction of the fragmentary ''''  with the seventh and eighth months still named Quintilis (""QVI"") and Sextilis (""SEX"") and an intercalary month (""INTER"") in the far righthand column
Another reproduction of the ''''
The '''Roman calendar''' is the calendar used by the Roman kingdom and republic. It is often inclusive of the Julian calendar established by the reforms of the dictator Julius Caesar and emperor Augustus in the late 1stcentury and sometimes inclusive of any system dated by inclusive counting towards months' kalends nones and ides in the Roman manner. It is usually exclusive of the Alexandrian calendar of Roman Egypt which continued the unique months of that land's former calendar; the Byzantine calendar of the later Roman Empire which usually dated the Roman months in the simple count of the ancient Greek calendars; and the Gregorian calendar which refined the Julian system to bring it into still closer alignment with the solar year and is the basis of the current international standard.

Roman dates were counted inclusively forward to the next of three principal days: the first of the month (the kalends) a day less than the middle of the month (the ides) and eight days—nine counting inclusively—before this (the nones). The original calendar consisted of 10 months beginning in spring with March; winter was left as an unassigned span of days. These months ran for 38 nundinal cycles each forming a kind of eight (i.e. ""nine"") day week ended by religious rituals and a public market. The winter period was then used to create January and February. The legendary early kings Romulus and Numa were traditionally credited with establishing this early fixed calendar which bears traces of its origin as an observational lunar one. In particular the kalends nones and ides seem to have derived from the first sighting of the crescent moon the first-quarter moon and the full moon respectively. The system ran well short of the solar year and it needed constant intercalation to keep religious festivals and other activities in their proper seasons. For superstitious reasons such intercalation occurred within the month of February even after it was no longer considered the last month.

After the establishment of the Roman Republic years began to be dated by consulships and control over intercalation was granted to the pontifices who eventually abused their power by lengthening years controlled by their political allies and shortening the years in their rivals' terms of office. Having won his war with Pompey Caesar used his position as Rome's chief pontiff to enact a calendar reform in 46 coincidentally making the year of his third consulship last for 446 days. In order to avoid interfering with Rome's religious ceremonies the reform added all its days towards the ends of months and did not adjust any nones or ides even in months which came to have 31 days. The Julian calendar was supposed to have a single leap day on 24 February (a doubled '''') every fourth year but following Caesar's assassination the priests figured this using inclusive counting and mistakenly added the bissextile day every three years. In order to bring the calendar back to its proper place Augustus was obliged to suspend intercalation for a few decades. The revised calendar remaining slightly longer than the solar year the date of Easter shifted far enough away from the vernal equinox that Pope Gregory XIII ordered its adjustment in the 16th century.
"
142475,John Barleycorn,Recordings and modern performances,"Many versions of the song have been recorded including a very popular version by the rock group Traffic appearing on their 1970 album ''John Barleycorn Must Die''. The song has also been recorded by Fire + Ice Gae Bolg Bert Jansch the John Renbourn Group Pentangle Finest Kind Martin Carthy Roy Bailey Martyn Bates in collaboration with Max Eastley the Watersons Steeleye Span Jethro Tull Joe Walsh Steve Winwood 
Fairport Convention the Minstrels of Mayhem Galley Beggar Donnybrook Fair Oysterband Frank Black Chris Wood Quadriga Consort Maddy Prior Heather Alexander Leslie Fish Tim van Eyken Barry Dransfield Of Cabbages and Kings Winterfylleth (band) John Langstaff  and many other performers.  The song is also a central part of Simon Emmerson's ''The Imagined Village'' project. Martin and Eliza Carthy perform the song alongside Paul Weller on the ''Imagined Village'' album. Billy Bragg sang in Weller's place on live performances. Rock guitarist Joe Walsh performed the song live in 2007 as a tribute to Jim Capaldi. Lithuanian folk-blues band Working Hobo performs this song in Lithuanian which is called Džonas Miežis.
"
51871,Emerald Lake Hills California,After the war,"Within a few years of the end of World War II Emerald Hills was making the transition from a vacation resort to a residential area albeit a rustic one. The Emerald Lake Homeowners Association was established in the 1950s to contest the planned routing of an interstate highway through the neighborhood. (Completed in the early 1970s Interstate 280 runs west of Emerald Hills sticking close to the San Andreas Fault.) In the adjacent Farm Hill subdivision—part of Redwood City—kids discovered mercury in 1955 on the property of Andy Oddstad. The mercury market was not as vigorous however as it was in the years when the New Almaden Quicksilver Mine was a major industry in San Jose; the most visible result of the Farm Hill discovery today is a street named Silver Hill.

In 1968 Emerald Hills had 430 families of which 110 about 25 percent had resided there less than a year and 180 from one to nine years; four years later the newcomer rate had dropped to 10 percent. Also near the lake was a convent occupied by Franciscan sisters from 1967–70; the order then built a large compound Mount Alverno adjacent to the Elks golf course. In 2008 it was sold to the Buddhist order Shinnyo-en which currently uses it as their U.S. Head Temple.

A survey of homeowners at this time showed that having staved off the interstate threat they were most concerned with keeping the neighborhood's rustic nature. On the whole they opposed annexation to Redwood City and supported bigger lot sizes for a maximum of 1400 homes in the area more trails and preservation of the lakes and two unique features the Easter Cross and Handley's Rock. At the time a large parcel adjacent to the proposed freeway at the community's northern edge was being considered for a possible Cal State campus. That plan was abandoned and because the presence of a little butterfly called the bay checkerspot helped lead to the defeat of attempts to build a golf course there the land is now Edgewood County Park.
"
604680,Hypocreales,Genera ''incertae sedis'',"According to the 2007 Outline of Ascomycota the following genera within the Hypocreales have an uncertain taxonomic placement (''incertae sedis'') and have not been assigned to any family.

*''Bulbithecium''
*''Emericellopsis''
*†''Entropezites''
*''Escovopsis''
*''Geosmithia''
*''Hapsidospora''
*''Leucosphaerina''
*''Metadothella''
*†''Mycetophagites''
*''Nigrosabulum''
*''Payosphaeria''
*''Peethambara''
*''Peloronectria''
*''Pseudomeliola''
*''Scopinella''
*''Ticonectria''
*''Tilakidium''
*''Ustilaginoidea''
"
441994,List of people in Playboy 1953–59,See also,"*List of people in Playboy 1960–1969
*List of people in Playboy 1970–1979
*List of people in Playboy 1980–1989
*List of people in Playboy 1990–1999
*List of people in Playboy 2000–2009
*List of people in Playboy 2010–2019
*List of Playboy Playmates by birthplace
"
313975,Livestock branding,Symbols and terminology,"Branding irons
Branding iron from Swedish stallion depot.
Most brands in the United States include capital letters or numerals often combined with other symbols such as a slash circle half circle cross or bar.  Brands of this type have a specialized language for ""calling"" the brand.  Some owners prefer to use simple pictures; these brands are called using a short description of the picture (e.g. ""rising sun""). Reading a brand aloud is referred to as “calling the brand“.  Brands are called from left to right top to bottom and when one character encloses another from outside to inside.  Reading of complex brands and picture brands depends at times upon the owner's interpretation may vary depending upon location and it may require an expert to identify some of the more complex marks.

Terms used are:

*Upright symbols are called normally by the letters numbers or other symbols involved.
*""Crazy"": An upside down symbol. An upside down R would be read as ""Crazy R"".
*""Cross"": a plus sign. +
*""Slash"": A forward or reverse slash. / \
*""Rafter"": Two slashes joined at the top. ∧ 
*""Reverse"": A reversed symbol.   reverse K would be read as ""Reverse K"". Reverse is sometimes called ""Back"" (i.e. a backwards C would be read as ""Back C"").
*""Crazy Reverse"": An upside down reversed symbol.  An upside down reversed K would be read as ""Crazy Reverse K""
*""Lazy"": Symbols turned 90 degrees. Also a symbol turned 90 degrees lying on its face (or right hand side) can be read as ""Lazy Down"" or ""Lazy Right"" .  Similarly a symbol turned 90 degrees lying on its back (or left hand side) can be read as ""Lazy Up"" or ""Lazy Left"".  lazy 5 would be read as ""Lazy 5"" or ""Lazy Up 5"" or Lazy Left 5"".
*""Tumbling"": a symbol tipped about 45 degrees.
*""Flying"": a symbol that starts and ends with a short serif or short horizontal line attached before the left side of the top of the symbol and attached to the right side of the symbol extending to the right of the symbol.
*""Walking"": a symbol with a short horizontal line attached to the bottom of the symbol extending to the right of the symbol.
*“Running”: a letter with a curving flare attached to the right side of the top of the letter extending to the right with the symbol sometimes also leaning to the right like an italic letter.
*""Over"": a symbol over above another symbol but not touching the other symbol.  An H above a P would be read as ""H Over P"".
*""Bar"": a short horizontal line. For example a short horizontal line over an M or before an M would be read as ""Bar M"". Similarly a short horizontal line under an M or after an M would be read as ""M Bar.""  The bar can also be through the middle of the symbol and would be read as ""Bar M"".
*""Rail"": alternative terminology to ""bar"" in some areas referencing a long horizontal line. For example a long horizontal line over a M or before an M would be read as ""Rail M"". Similarly a long horizontal line under a M or after a M would be read as ""M Rail.""
*""Stripe"": three or more rails one above the others.
*""Box"": a symbol within a square or rectangle or a square or rectangle by itself.  A box with a P inside of it would be read as ""Box P"".
*""Diamond"": a symbol within a four sided box the box tilted 45 degrees or a four sided box tilted 45 degrees by itself. The box sides are of equal length and the box can be square or taller in height than in width or greater in width than in height.
*""Rafter or Half Diamond"": a half diamond over or under another symbol but not touching the other symbol. A K with a half diamond over it Open side facing the K can be read as ""Rafter K"" or ""Half Diamond K"".  A K with a half diamond under it open side facing K can be read as ""K Rafter"" or ""K Half Diamond"".
*""Circle"": a symbol within a circle or a circle by itself.  A circle with a C inside of it would be read as ""Circle C"".
*""Half Circle or Quarter Circle"": a half or quarter circle above or below a symbol but not touching the symbol.  A K with a half circle above it open side facing up would be read as ""Half Circle K"".  A K with a half circle below it open side facing down would be read as ""K Half Circle"".

Combinations of symbols can be made with each symbol distinct or:

*""Connected"" or ''conjoined'' with symbols touching.   TS connected (or conjoined) would be read as ""T S connected"" or ""TS conjoined"".
*""Combined or conjoined"": symbols are partially overlaid.   J K combinedwould be read as ""J K Combined"".
*""Hanging"": a symbol beneath another symbol and touching the other symbol.  The hanging nomenclature may be omitted when reading the brand such as a H with a P below it with the top of the P touching the bottom of the right hand side of the H would be read as "" H Hanging P"" or just ""H P"".
*""Swinging"": a symbol beneath a quarter circle the open side of the quarter circle facing the symbol with the symbol touching the quarter circle.  For example a H with a quarter circle over it with the top of the H touching the quarter circle would be read as ""Swinging H"".
*""Rocking"": a symbol above a quarter circle the open side of the quarter circle facing the symbol with the bottom of the symbol touching the quarter circle. For example a H with a quarter circle under it with the bottom of the H touching the quarter circle is read as ""Rocking H"".
"
274064,Hermann Staudinger,Early work,"Hermann Staudinger was born in 1881 in Worms. After receiving his Ph.D. from the University of Halle in 1903 Staudinger took a position at the University of Strasbourg. '''Figure 1.''' The general structure of a ketene. R is any group. It was here that he discovered the ketenes a family of molecules characterized by the general form depicted in '''Figure 1'''. Ketenes would prove a synthetically important intermediate for the production of yet-to-be-discovered antibiotics such as penicillin and amoxicillin.

In 1907 Staudinger began an assistant professorship at the Technical University of Karlsruhe.  Here he successfully isolated a number of useful organic compounds (including a synthetic coffee flavoring) as more completely reviewed by Rolf Mülhaupt.
"
640072,Land of Antum,Notes and references,"





"
534324,ElGamal signature scheme,Correctness,"The algorithm is correct in the sense that a signature generated with the signing algorithm will always be accepted by the verifier.

The signature generation implies
: 
Hence Fermat's little theorem implies
:
"
765122,2002 Japan animal cruelty case,External links,"*  2channel threads about the abuse (Japanese)
*  The ""Dear Kogenta"" website made by a man campaigning to stop animal abuse
*  Himawari's Site about the Kogenta abuse case
"
109016,1819 in literature,References,"





"
808499,Chris Bond (footballer),References,"
"
804936,Sonal Mansingh,Career,"Sonal Mansingh dancing career which started in 1962 after her ''arangetram'' in Mumbai and in 1977 she founded ''Centre for Indian Classical Dances'' (CICD) in New Delhi.

Over the years dance has taken her all over the world and brought her many awards including the Padma Bhushan (1992) Sangeet Natak Akademi Award in 1987
 and the Padma Vibhushan India's the second highest civilian award in 2003; making her the second woman dancer in India to receive such an honour after Balasaraswati. This was followed by Kalidas Samman of Madhya Pradesh government in 2006 and on April 21 2007 she was conferred with Doctor of Science (Honoris Causa) by G.B. Pant University Uttarakhand at Pantnagar and Doctor of Literature (Honoris Causa) by Sambalpur University.

To mark the completion of her 40 years in dancing in 2002 noted Hindi film director Prakash Jha made a documentary film on her title ''Sonal'' which also won the National Film Award for Best Non-Feature Film for the year.

Though she is an exponent in Bharatanatyam and Kuchipudi Sonal Mansingh has been labelled as being ""exceptionally mediocre and unnecessarily exhibitionist in both"" by veteran dance critic and scholar Dr Sunil Kothari.
"
468908,Dima Hasao district,External links,"
*  District Administration website











"
1355,AIM-54 Phoenix,Usage in comparison to other weapon systems,"The AIM-54/AWG-9 combination had multiple track capability (up to 24 targets) and launch (up to 6 Phoenixes can be launched nearly simultaneously); the large  missile is equipped with a conventional warhead.

On the F-14 four missiles can be carried under the fuselage tunnel attached to special aerodynamic pallets plus two under glove stations. A full load of 6 Phoenix missiles and the unique launch rails weighs in at over  about twice the weight of Sparrows so it was more common to carry a mixed load of 4 Phoenix 2 Sparrow and 2 Sidewinder missiles.

Most other US aircraft relied on the smaller semi-active medium-range AIM-7 Sparrow. Semi-active guidance meant the aircraft no longer had a search capability while supporting the launched Sparrow reducing situational awareness.

The Tomcat's radar could track up to 24 targets in track-while-scan mode with the AWG-9 selecting up to 6 potential targets for the missiles. The pilot or radar intercept officer (RIO) could then launch the Phoenix missiles once parameters were met. The large tactical information display (TID) in the RIO's cockpit gave information to the aircrew (the pilot had the ability to monitor the RIO's display) and the radar could continually search and track multiple targets after Phoenix missiles were launched thereby maintaining situational awareness of the battlespace.

The Link-4 datalink allowed US Navy Tomcats to share information with the E-2C Hawkeye AEW aircraft. During Desert Shield in 1990 the Link-4A was introduced; this allowed the Tomcats to have a fighter-to-fighter datalink capability further enhancing overall situational awareness. The F-14D entered service with the JTIDS that brought the even better Link-16 datalink ""picture"" to the cockpit.

===Active guidance===
AIM-54 Phoenix seconds after launch (1991)
The Phoenix has several guidance modes and achieves its longest range by using mid-course updates from the F-14A/B AWG-9 radar (APG-71 radar in the F-14D) as it climbs to cruise between  and  at close to Mach 5. Phoenix uses this high altitude to gain gravitational potential energy which is later converted into kinetic energy as the missile dives at high velocity towards its target. At around  from the target the missile activates its own radar to provide terminal guidance. Minimum engagement range for the Phoenix is around  and active homing would initiate upon launch.
"
238050,Newport Victoria,Introduction,"


'''Newport''' is an inner suburb of Melbourne Victoria Australia 7 km south-west of Melbourne's Central Business District located within the City of Hobsons Bay local government area. Newport recorded a population of 12916 at the 2016 Census.

Newport is approximately 10 minutes by car from Melbourne via the West Gate Freeway or a 20-minute train journey from Flinders Street Station.
"
566283,Elche CF,External links,"* Official website 
* Futbolme team profile 
* BDFutbol team profile








"
780881,Ghana at the 1984 Summer Olympics,Introduction,"

'''Ghana''' competed at the '''1984 Summer Olympics''' in Los Angeles United States.  The nation returned to the Olympic Games after boycotting both the 1976 and 1980 Games.
"
408645,Aracar,See also,"* List of volcanoes in Argentina
* List of Ultras of South America
* Pular
* Socompa
"
533281,Romanesque Revival architecture,See also,"
* Romanesque Revival Architecture in the United Kingdom
* Richardsonian Romanesque
* Rundbogenstil
* Gothic Revival architecture
* Museum of Early Trades and Crafts
"
357495,KEK,External links,"
* 
*  International Linear Collider Official Site
*  First Web Site in Japan








"
355690,Flying Regiment 19 Finnish Air Force,References,"
"
